Canton,Consumption profiles of typical households,Period,Product,Total excl. VAT (Rp./kWH),Grid usage (Rp./kWH),Energy supply costs (Rp./kWH),Community fees (Rp./kWH),Feed-in remuneration at cost (KEV) (Rp./kWH),Metering rate (Rp./kWH),Tariff for metering in CHF per year
Appenzell Ausserrhoden,C3,2019,Cheapest product,14.359,6.225,5.834,0,2.3,-,-
Glarus,C3,2020,Cheapest product,19.695,10.708,6.387,0.3,2.3,-,-
Valais,C2,2018,Cheapest product,15.598,7.146,5.292,0.86,2.3,-,-
Glarus,C3,2025,Cheapest product,27.356,12.656,11.4,1,2.3,-,-
Bern,H4,2019,Cheapest product,24.26,12.433,9.087,1.5,2.3,-,-
Obwalden,H6,2024,Cheapest product,25.635,10.536,11.399,1.4,2.3,-,-
Appenzell Ausserrhoden,C3,2023,Cheapest product,22.157,7.568,12.289,0,2.3,-,-
Schaffhausen,C2,2024,Cheapest product,29.235,14.685,12.25,0,2.3,-,-
Neuchâtel,C4,2024,Cheapest product,31.277,8.514,18.863,1.6,2.3,-,-
Jura,H4,2020,Cheapest product,25.24,12.353,9.087,1.5,2.3,-,-
Glarus,H4,2026,Cheapest product,32.049,15.401,12.395,0.3,2.3,1.653,74.4
Uri,H5,2022,Cheapest product,18.813,9.403,6.109,1,2.3,-,-
Schwyz,C3,2022,Cheapest product,17.548,8.048,6.576,1.24,2.3,-,-
St Gallen,C3,2020,Cheapest product,16.855,6.935,6.737,0.6,2.3,-,-
Appenzell Ausserrhoden,C3,2021,Cheapest product,16.161,6.802,7.059,0,2.3,-,-
Thurgau,H6,2025,Cheapest product,24.484,8.609,13.678,0.31,2.3,-,-
Basel Landschaft,C3,2022,Cheapest product,17.831,8.147,6.945,0.44,2.3,-,-
Basel Landschaft,H4,2023,Cheapest product,25.454,12.221,10.593,0.34,2.3,-,-
Fribourg,H5,2022,Cheapest product,17.347,6.993,8.054,0,2.3,-,-
Aargau,C4,2020,Cheapest product,18.649,7.019,8.918,0.412,2.3,-,-
Glarus,C3,2026,Cheapest product,26.868,12.79,11.222,0.3,2.3,0.256,384
Appenzell Ausserrhoden,H6,2020,Cheapest product,13.944,5.184,6.46,0,2.3,-,-
Vaud,H6,2022,Cheapest product,17.796,5.736,6.973,2.57,2.3,-,-
Schwyz,H2,2018,Cheapest product,22.864,11.974,7.239,1.24,2.3,-,-
Appenzell Ausserrhoden,C3,2018,Cheapest product,13.797,6.493,5.004,0,2.3,-,-
Schwyz,C3,2025,Cheapest product,24.473,10.589,12.167,0.7,2.3,-,-
Schaffhausen,H6,2024,Cheapest product,26.22,11.67,12.25,0,2.3,-,-
Fribourg,H4,2020,Cheapest product,20.757,9.469,8.988,0,2.3,-,-
Basel Landschaft,H6,2021,Cheapest product,16.645,6.381,7.599,0.365,2.3,-,-
Glarus,H4,2019,Cheapest product,22.407,12.801,7.007,0.3,2.3,-,-
Neuchâtel,C4,2018,Cheapest product,17.971,7.128,6.843,1.7,2.3,-,-
Obwalden,H5,2019,Cheapest product,18.891,8.9,6.291,1.4,2.3,-,-
Basel Landschaft,H4,2018,Cheapest product,20.739,9.425,8.284,0.73,2.3,-,-
Basel Landschaft,C3,2020,Cheapest product,17.721,7.787,7.212,0.423,2.3,-,-
Lucerne,H4,2025,Cheapest product,20.579,9.527,7.8,0.953,2.3,-,-
Zug,H5,2018,Cheapest product,15.597,7.02,6.042,0.235,2.3,-,-
Neuchâtel,H2,2018,Cheapest product,23.408,11.99,7.418,1.7,2.3,-,-
Basel Stadt,H6,2018,Cheapest product,21.399,6.354,6.048,6.698,2.3,-,-
Vaud,H5,2019,Cheapest product,18.029,7.088,7.541,0.9,2.3,-,-
Basel Landschaft,C3,2018,Cheapest product,18.209,8.332,6.897,0.68,2.3,-,-
Schwyz,C3,2020,Cheapest product,18.419,8,6.901,1.24,2.3,-,-
Aargau,H4,2020,Cheapest product,21.573,9.253,9.474,0.546,2.3,-,-
Basel Landschaft,H4,2021,Cheapest product,20.473,9.418,8.265,0.49,2.3,-,-
Aargau,C2,2022,Cheapest product,19.103,8.212,8.111,0.48,2.3,-,-
Lucerne,H4,2024,Cheapest product,29.53,11.245,14.981,1.004,2.3,-,-
Bern,H4,2021,Cheapest product,24.555,12.353,9.087,1.5,2.3,-,-
Bern,C2,2023,Cheapest product,21.11,9.46,8.35,1,2.3,-,-
St Gallen,H5,2018,Cheapest product,16.408,7.171,5.951,0.6,2.3,-,-
Jura,H5,2021,Cheapest product,23.304,11.001,8.503,1.5,2.3,-,-
Thurgau,H6,2024,Cheapest product,26.654,9.006,14.2,0.25,2.3,-,-
St Gallen,C2,2021,Cheapest product,19.124,7.6885,8.486,0.6,2.3,-,-
Fribourg,C4,2024,Cheapest product,29.677,8.514,18.863,0,2.3,-,-
Neuchâtel,H2,2024,Cheapest product,35.791,14.383,17.508,1.6,2.3,-,-
Zurich,H5,2019,Cheapest product,16.206,7.789,6.158,0.35,2.3,-,-
Appenzell Ausserrhoden,C4,2021,Cheapest product,15.154,5.871,6.983,0,2.3,-,-
Glarus,H5,2020,Cheapest product,20.406,11.018,6.787,0.3,2.3,-,-
Schwyz,C3,2026,Cheapest product,24.575,11.53,10.613,0.06,2.3,0.072,108
Schwyz,C3,2019,Cheapest product,18.3,8.02,6.021,1.24,2.3,-,-
Basel Landschaft,C3,2021,Cheapest product,17.721,7.787,7.212,0.423,2.3,-,-
Basel Landschaft,H4,2019,Cheapest product,20.734,9.42,8.284,0.73,2.3,-,-
Glarus,H4,2020,Cheapest product,21.982,12.375,7.007,0.3,2.3,-,-
Jura,H6,2025,Cheapest product,19.098,6.859,9.086,0.854,2.3,-,-
Lucerne,C3,2020,Cheapest product,11.698,7.418,1.237,0.742,2.3,-,-
Fribourg,H4,2023,Cheapest product,24.952,9.969,12.684,0,2.3,-,-
Bern,H4,2018,Cheapest product,24.66,12.947,9.41,1.5,2.3,-,-
Appenzell Innerrhoden,C3,2024,Cheapest product,28.799,10.401,16.098,0,2.3,-,-
Jura,H5,2022,Cheapest product,22.264,9.961,8.503,1.5,2.3,-,-
St Gallen,C3,2026,Cheapest product,26.679,11.289,11.211,1.76,2.3,0.12,180
Neuchâtel,C2,2022,Cheapest product,20.409,7.833,8.1415,1.6,2.3,-,-
Basel Landschaft,C3,2026,Cheapest product,26.089,12.3,10.989,0.34,2.3,0.16,240
Appenzell Ausserrhoden,C3,2022,Cheapest product,16.692,7.351,7.04,0,2.3,-,-
Appenzell Ausserrhoden,C3,2025,Cheapest product,26.414,9.707,14.407,0,2.3,-,-
Jura,C2,2026,Cheapest product,22.853,9.44,9.15,1.7,2.3,0.263,79
St Gallen,C2,2022,Cheapest product,19.644,8.268,8.476,0.6,2.3,-,-
Fribourg,H2,2023,Cheapest product,27.141,12.133,12.708,0,2.3,-,-
Basel Stadt,C3,2018,Cheapest product,26.194,10.038,6.964,6.892,2.3,-,-
Basel Landschaft,H2,2023,Cheapest product,28.641,14.359,11.642,0.34,2.3,-,-
Basel Landschaft,C3,2019,Cheapest product,18.129,8.252,6.897,0.68,2.3,-,-
Uri,H4,2021,Cheapest product,21.558,11.799,6.459,1,2.3,-,-
Jura,H4,2024,Cheapest product,29.27,14.583,10.887,1.5,2.3,-,-
Fribourg,H4,2022,Cheapest product,20.757,9.469,8.988,0,2.3,-,-
Schwyz,C3,2018,Cheapest product,18.3,8.74,5.463,1.24,2.3,-,-
Appenzell Innerrhoden,C2,2021,Cheapest product,18.524,7.738,8.486,0,2.3,-,-
Zurich,C2,2022,Cheapest product,19.753,9.481,7.301,0.32,2.3,-,-
Uri,C7,2021,Cheapest product,10.563,3.725,4.237,0.3,2.3,-,-
St Gallen,C4,2020,Cheapest product,16.145,6.506,6.614,0.6,2.3,-,-
Schwyz,C2,2019,Cheapest product,20.32,8.855,7.598,1.24,2.3,-,-
Schaffhausen,C2,2021,Cheapest product,17.973,9.066,6.607,0,2.3,-,-
Ticino,C2,2024,Cheapest product,29.447,10.617,14.4,2.13,2.3,-,-
Glarus,C2,2022,Cheapest product,21.586,11.237,7.749,0.3,2.3,-,-
Aargau,C6,2021,Cheapest product,11.659,2.301,6.941,0.118,2.3,-,-
Basel Landschaft,C2,2021,Cheapest product,19.757,8.356,8.655,0.446,2.3,-,-
Jura,C7,2024,Cheapest product,20.013,7.213,10.496,0.004,2.3,-,-
St Gallen,H8,2021,Cheapest product,18.69,7.9015,7.73,0.6,2.3,-,-
Uri,C7,2019,Cheapest product,10.913,3.805,4.507,0.3,2.3,-,-
Schaffhausen,C2,2019,Cheapest product,19.624,10.515,6.809,0,2.3,-,-
Bern,C7,2021,Cheapest product,14.244,4.644,7.3,0,2.3,-,-
St Gallen,C6,2023,Cheapest product,20.66,5.593,12.19,0.3,2.3,-,-
Valais,C7,2025,Cheapest product,20.227,6.023,10.955,0.95,2.3,-,-
Neuchâtel,C6,2021,Cheapest product,15.084,4.456,7.268,1.04,2.3,-,-
Schaffhausen,C7,2024,Cheapest product,21.16,7.45,11.41,0,2.3,-,-
Lucerne,C7,2019,Cheapest product,12.298,4.304,5.372,0.323,2.3,-,-
Jura,H8,2024,Cheapest product,27.91,13.57,10.54,1.5,2.3,-,-
Jura,H8,2025,Cheapest product,26.44,12.4,10.04,1.7,2.3,-,-
Neuchâtel,C4,2026,Cheapest product,24.877,11.412,9.537,1.6,2.3,0.027,136.2
Zug,C7,2026,Cheapest product,21.343,8.161,9.819,1.06,2.3,0.003,240
Valais,C7,2026,Cheapest product,20.789,6.243,12.239,0,2.3,0.007,540
Solothurn,C2,2024,Cheapest product,30.195,12.43,15.025,1,2.3,-,-
Schwyz,C7,2025,Cheapest product,19.291,5.06,11.872,0.06,2.3,-,-
Schwyz,H2,2024,Cheapest product,30.39,14.492,13.632,1.24,2.3,-,-
Schwyz,C7,2020,Cheapest product,13.994,5.214,6.115,0.85,2.3,-,-
Geneva,H8,2020,Cheapest product,19.481,8.847,8.335,0,2.3,-,-
Vaud,H8,2022,Cheapest product,22.996,9.73,8.85,2.57,2.3,-,-
Schaffhausen,C7,2023,Cheapest product,16.287,5.253,8.735,0,2.3,-,-
Appenzell Innerrhoden,H8,2022,Cheapest product,18.53,8.51,7.72,0,2.3,-,-
Zug,H6,2018,Cheapest product,12.382,4.929,4.918,0.235,2.3,-,-
Vaud,H8,2020,Cheapest product,20.381,8.847,8.335,0.9,2.3,-,-
St Gallen,H8,2024,Cheapest product,30.032,11.274,16.014,0.6,2.3,-,-
Fribourg,H8,2021,Cheapest product,19.691,8.403,8.988,0,2.3,-,-
Vaud,H8,2026,Cheapest product,31.859,12.02,12.67,3.624,2.3,1.245,93.36
Obwalden,C2,2019,Cheapest product,19.381,8.55,7.131,1.4,2.3,-,-
Appenzell Innerrhoden,H8,2021,Cheapest product,18.09,8.06,7.73,0,2.3,-,-
Geneva,H8,2019,Cheapest product,19.515,8.881,8.335,0,2.3,-,-
Bern,H8,2020,Cheapest product,23.319,11.34,8.74,1.5,2.3,-,-
Obwalden,C2,2021,Cheapest product,19.333,8.47,7.163,1.4,2.3,-,-
Zug,C2,2020,Cheapest product,18.392,7.742,8.351,0,2.3,-,-
Solothurn,C4,2020,Cheapest product,18.712,7.485,8.018,0.85,2.3,-,-
Geneva,H5,2019,Cheapest product,16.929,7.088,7.541,0,2.3,-,-
Neuchâtel,C4,2022,Cheapest product,18.977,6.086,7.779,1.6,2.3,-,-
Bern,C7,2018,Cheapest product,14.433,4.834,7.3,0,2.3,-,-
Lucerne,C7,2018,Cheapest product,12.867,4.851,5.351,0.364,2.3,-,-
Schaffhausen,C2,2022,Cheapest product,18.542,9.066,7.176,0,2.3,-,-
Appenzell Innerrhoden,H8,2018,Cheapest product,16.2,7.78,6.12,0,2.3,-,-
Solothurn,H6,2022,Cheapest product,16.909,6.134,7.599,0.55,2.3,-,-
Bern,H6,2024,Cheapest product,21.384,8.029,9.586,0.75,2.3,-,-
Schwyz,H2,2022,Cheapest product,21.609,11.169,6.89,1.24,2.3,-,-
Ticino,H8,2023,Cheapest product,26.449,8.647,13.372,2.13,2.3,-,-
Zurich,H8,2025,Cheapest product,24.043,11.709,7.484,2.55,2.3,-,-
Jura,C7,2023,Cheapest product,16.252,5.252,8.696,0.004,2.3,-,-
Appenzell Innerrhoden,H8,2020,Cheapest product,16.83,7.3,7.23,0,2.3,-,-
Lucerne,C2,2025,Cheapest product,18.671,7.792,7.8,0.779,2.3,-,-
Bern,H8,2026,Cheapest product,24.793,10.4,9.54,1.5,2.3,1.053,79
Bern,C7,2020,Cheapest product,14.244,4.644,7.3,0,2.3,-,-
Bern,H8,2019,Cheapest product,22.9,11.42,8.74,1.5,2.3,-,-
Valais,C7,2022,Cheapest product,13.464,3.147,7.637,0.38,2.3,-,-
Valais,C7,2019,Cheapest product,12.181,3.9,5.613,0.46,2.3,-,-
Solothurn,H8,2023,Cheapest product,24.054,10.6,11.847,1.1,2.3,-,-
Bern,C6,2018,Cheapest product,16.116,5.733,8.062,0.02,2.3,-,-
Valais,C7,2023,Cheapest product,22.479,3.382,16.387,0.41,2.3,-,-
Zug,C7,2024,Cheapest product,27.909,9.231,15.417,0.96,2.3,-,-
Jura,C7,2020,Cheapest product,14.244,4.644,7.3,0,2.3,-,-
Ticino,C2,2026,Cheapest product,21.275,8.205,8.35,2.22,2.3,0.2,60
Jura,C7,2025,Cheapest product,18.543,6.043,9.996,0.204,2.3,-,-
Zug,C7,2019,Cheapest product,14.202,5.767,5.9,0.235,2.3,-,-
Solothurn,H8,2025,Cheapest product,28.4535,12.4,13.3,1.1,2.3,-,-
Valais,C7,2020,Cheapest product,12.716,3.208,6.828,0.38,2.3,-,-
Glarus,H8,2024,Cheapest product,32.794,15.794,13.7,1,2.3,-,-
Valais,C7,2018,Cheapest product,11.573,3.839,4.975,0.46,2.3,-,-
Glarus,H8,2023,Cheapest product,30.981,13.247,15.134,0.3,2.3,-,-
Bern,C7,2025,Cheapest product,18.343,6.043,9.996,0.004,2.3,-,-
Fribourg,H8,2023,Cheapest product,23.887,8.903,12.684,0,2.3,-,-
Vaud,C6,2022,Cheapest product,16.23,3.984,8.626,1.32,2.3,-,-
Zug,C7,2025,Cheapest product,20.027,5.277,12.45,0,2.3,-,-
Vaud,H8,2021,Cheapest product,22.58,9.46,8,2.6,2.3,-,-
Bern,C7,2023,Cheapest product,16.252,5.252,8.696,0.004,2.3,-,-
Aargau,C6,2020,Cheapest product,14.625,3.199,8.959,0.167,2.3,-,-
Schaffhausen,C7,2020,Cheapest product,12.321,4.338,5.684,0,2.3,-,-
Glarus,C2,2020,Cheapest product,21.548,11.637,7.311,0.3,2.3,-,-
Neuchâtel,C6,2018,Cheapest product,15.544,4.472,7.282,1.49,2.3,-,-
Bern,C2,2024,Cheapest product,25.88,12.43,10.15,1,2.3,-,-
Schaffhausen,C7,2019,Cheapest product,11.74,4.213,5.227,0,2.3,-,-
Schaffhausen,C7,2018,Cheapest product,11.489,4.319,4.87,0,2.3,-,-
Aargau,H6,2021,Cheapest product,14.944,5.552,6.769,0.324,2.3,-,-
Appenzell Innerrhoden,H8,2024,Cheapest product,30.032,10.99,16.742,0,2.3,-,-
Grisons,H8,2025,Cheapest product,27.71,11.46,11.95,2,2.3,-,-
Valais,H8,2023,Cheapest product,29.34,7.82,18.28,0.94,2.3,-,-
Glarus,H8,2019,Cheapest product,21.661,12.054,7.007,0.3,2.3,-,-
Grisons,H8,2026,Cheapest product,27.922,11.85,11.1,2,2.3,0.672,50.4
Solothurn,H5,2018,Cheapest product,18.734,7.617,7.721,1,2.3,-,-
St Gallen,H8,2023,Cheapest product,26.126,8.66,13.84,1,2.3,-,-
Solothurn,C7,2021,Cheapest product,14.741,4.463,7.977,0,2.3,-,-
Obwalden,C7,2022,Cheapest product,13.636,4.016,6.42,0.9,2.3,-,-
Appenzell Ausserrhoden,C2,2024,Cheapest product,31.425,11.183,17.942,0,2.3,-,-
Grisons,C7,2018,Cheapest product,17.489,6.095,7.221,2,2.3,-,-
Fribourg,C6,2019,Cheapest product,14.608,3.682,8.626,0,2.3,-,-
Grisons,C2,2020,Cheapest product,19.317,6.5,7.89,0.95,2.3,-,-
Zurich,H8,2019,Cheapest product,17.732,8.638,6.437,0.35,2.3,-,-
Schaffhausen,C4,2020,Cheapest product,16.332,7.929,6.103,0,2.3,-,-
Appenzell Innerrhoden,H8,2025,Cheapest product,27.95,10.66,14.99,0,2.3,-,-
Valais,H8,2025,Cheapest product,26.87,8.05,15.58,0.94,2.3,-,-
Bern,H6,2022,Cheapest product,16.396,5.661,7.786,0.65,2.3,-,-
Uri,C6,2020,Cheapest product,13.946,6.218,4.928,0.5,2.3,-,-
Fribourg,H8,2022,Cheapest product,19.691,8.403,8.988,0,2.3,-,-
Grisons,C7,2023,Cheapest product,22.37,7.62,10.45,1.7,2.3,-,-
Bern,H8,2023,Cheapest product,23.392,10.6,8.74,1.5,2.3,-,-
Zurich,C7,2020,Cheapest product,13.684,4.412,6.788,0.2,2.3,-,-
Glarus,C7,2021,Cheapest product,12.776,4.222,5.954,0.3,2.3,-,-
Grisons,C7,2025,Cheapest product,25.151,8.901,11.95,2,2.3,-,-
Obwalden,C6,2021,Cheapest product,14.653,4.893,6.56,0.9,2.3,-,-
Grisons,H8,2018,Cheapest product,20.089,8.994,6.813,0.95,2.3,-,-
Fribourg,C6,2020,Cheapest product,14.76,3.834,8.626,0,2.3,-,-
Obwalden,C7,2021,Cheapest product,13.74,4.32,6.22,0.9,2.3,-,-
Basel Landschaft,C7,2023,Cheapest product,16.297,4.726,8.931,0.34,2.3,-,-
St Gallen,H8,2025,Cheapest product,28.55,10.66,14.99,0.6,2.3,-,-
Basel Landschaft,C2,2018,Cheapest product,20.181,8.242,8.969,0.67,2.3,-,-
Vaud,C7,2023,Cheapest product,18.87,3.761,11.908,0.9,2.3,-,-
Bern,C2,2020,Cheapest product,22.64,10.2,9.195,1,2.3,-,-
Grisons,H8,2023,Cheapest product,24.297,9.397,10.6,1.14,2.3,-,-
Basel Landschaft,H2,2021,Cheapest product,22.242,11.12,8.263,0.559,2.3,-,-
Grisons,C7,2026,Cheapest product,23.866,8.457,11.1,2,2.3,0.01,720
Schwyz,C7,2018,Cheapest product,13.713,5.651,5.156,0.85,2.3,-,-
Fribourg,H8,2020,Cheapest product,19.691,8.403,8.988,0,2.3,-,-
Jura,C2,2020,Cheapest product,22.695,10.2,9.195,1,2.3,-,-
Solothurn,C4,2025,Cheapest product,26.366,9.895,13.172,0.65,2.3,-,-
Grisons,C7,2021,Cheapest product,17.629,5.629,7.7,2,2.3,-,-
Zurich,C6,2021,Cheapest product,14.384,5.746,6.127,0.21,2.3,-,-
Fribourg,H8,2018,Cheapest product,19.792,8.504,8.988,0,2.3,-,-
Appenzell Ausserrhoden,C2,2025,Cheapest product,29.14,11.046,15.795,0,2.3,-,-
Vaud,H8,2024,Cheapest product,32.257,11.153,17.484,1.32,2.3,-,-
Vaud,H8,2018,Cheapest product,20.638,8.904,8.335,0.9,2.3,-,-
Obwalden,C2,2022,Cheapest product,19.333,8.47,7.163,1.4,2.3,-,-
Zug,C2,2024,Cheapest product,37.879,10.241,25.338,0,2.3,-,-
Schwyz,C7,2022,Cheapest product,14.119,4.918,6.051,0.85,2.3,-,-
Valais,H8,2024,Cheapest product,26.589,11.3,12.08,0.909,2.3,-,-
Aargau,C6,2019,Cheapest product,14.199,3.332,8.397,0.17,2.3,-,-
Basel Landschaft,C2,2023,Cheapest product,23.898,10.925,10.333,0.34,2.3,-,-
Bern,H8,2018,Cheapest product,23.648,11.7865,9.411,1.5,2.3,-,-
Grisons,C7,2019,Cheapest product,17.609,5.609,7.7,2,2.3,-,-
St Gallen,C4,2022,Cheapest product,16.6325,6.997,6.963,0.6,2.3,-,-
Valais,C2,2022,Cheapest product,16.73,6.08,7.62,0.73,2.3,-,-
Schwyz,C7,2021,Cheapest product,13.924,5.014,6.115,0.8,2.3,-,-
Bern,H8,2024,Cheapest product,27.91,13.57,10.54,1.5,2.3,-,-
Jura,H8,2023,Cheapest product,23.14,10.6,8.74,1.5,2.3,-,-
Glarus,H2,2024,Cheapest product,34.387,17.387,13.7,1,2.3,-,-
Aargau,H6,2018,Cheapest product,13.544,5.437,5.5,0.307,2.3,-,-
Bern,C4,2018,Cheapest product,19.121,8.919,7.842,0.06,2.3,-,-
Basel Landschaft,C7,2025,Cheapest product,20.152,6.047,11.465,0.34,2.3,-,-
Zurich,H8,2022,Cheapest product,18.798,9.541,7.43,0.32,2.3,-,-
St Gallen,H8,2019,Cheapest product,18.106,7.42,6.614,0.87,2.3,-,-
Jura,C4,2023,Cheapest product,19.934,8.837,8.737,0.06,2.3,-,-
Basel Landschaft,C7,2018,Cheapest product,12.481,3.586,6.175,0.42,2.3,-,-
Schwyz,C7,2024,Cheapest product,28.273,7.543,17.63,0.85,2.3,-,-
Vaud,H8,2019,Cheapest product,20.541,8.881,8.335,0.9,2.3,-,-
Uri,H5,2021,Cheapest product,18.813,9.403,6.109,1,2.3,-,-
Fribourg,C6,2024,Cheapest product,25.041,5.846,16.896,0,2.3,-,-
Geneva,H5,2018,Cheapest product,17.619,7.778,7.541,0,2.3,-,-
Uri,C4,2022,Cheapest product,15.83,7.846,4.984,0.7,2.3,-,-
Uri,C4,2019,Cheapest product,15.63,7.876,4.754,0.7,2.3,-,-
Zug,C2,2021,Cheapest product,18.392,7.742,8.351,0,2.3,-,-
Grisons,H8,2024,Cheapest product,30.08,12.18,13.6,2,2.3,-,-
Glarus,C7,2019,Cheapest product,12.755,4.386,5.769,0.3,2.3,-,-
Bern,C2,2018,Cheapest product,23.95,12.414,9.225,1,2.3,-,-
Geneva,H8,2018,Cheapest product,19.538,8.904,8.335,0,2.3,-,-
Grisons,H6,2021,Cheapest product,18.184,6.534,7.8,0.95,2.3,-,-
Obwalden,C7,2025,Cheapest product,18.418,5.863,9.355,0.9,2.3,-,-
Glarus,C7,2026,Cheapest product,18.672,4.973,11.092,0.3,2.3,0.008,600
Valais,H8,2018,Cheapest product,14.22,6.82,5.5,0.68,2.3,-,-
Vaud,H8,2023,Cheapest product,24.787,8.903,12.684,0.9,2.3,-,-
Bern,C6,2025,Cheapest product,19.747,7.067,10.36,0.02,2.3,-,-
Grisons,C7,2024,Cheapest product,27.596,9.696,13.6,2,2.3,-,-
Bern,C6,2024,Cheapest product,21.417,8.237,10.86,0.02,2.3,-,-
Solothurn,C4,2021,Cheapest product,18.472,7.522,8.018,0.923,2.3,-,-
Glarus,C7,2022,Cheapest product,13.576,4.022,6.954,0.3,2.3,-,-
Jura,H8,2021,Cheapest product,23.88,11.34,8.74,1.5,2.3,-,-
Zurich,C6,2020,Cheapest product,14.607,5.044,6.924,0.21,2.3,-,-
Obwalden,H8,2022,Cheapest product,19.635,9.086,6.849,1.4,2.3,-,-
Bern,H8,2021,Cheapest product,23.399,11.34,8.74,1.5,2.3,-,-
Jura,H8,2019,Cheapest product,23.96,11.42,8.74,1.5,2.3,-,-
Fribourg,H8,2019,Cheapest product,19.323,8.035,8.988,0,2.3,-,-
Obwalden,C6,2022,Cheapest product,14.525,4.565,6.76,0.9,2.3,-,-
Fribourg,C6,2018,Cheapest product,14.74,3.815,8.626,0,2.3,-,-
Lucerne,H6,2026,Cheapest product,22.859,8.17,11.3,0.842,2.3,0.247,61.8
Jura,H8,2018,Cheapest product,25.145,11.934,9.411,1.5,2.3,-,-
Valais,H8,2020,Cheapest product,16.33,6.12,7.18,0.73,2.3,-,-
Valais,H8,2026,Cheapest product,24.726,6.98,13.48,0.91,2.3,1.056,79.2
Valais,C2,2025,Cheapest product,25.57,7.21,15.22,0.84,2.3,-,-
Valais,C2,2026,Cheapest product,22.534,6.14,13.12,0.71,2.3,0.264,79.2
Obwalden,C2,2020,Cheapest product,19.333,8.47,7.163,1.4,2.3,-,-
Solothurn,C4,2026,Cheapest product,24.293,9.76,11.263,1,2.3,0.027,136
Aargau,C3,2026,Cheapest product,23.713,9.58,10.6,0.75,2.3,0.096,144
Lucerne,C6,2025,Cheapest product,16.6585,5.932,7.8,0.593,2.3,-,-
Neuchâtel,C3,2023,Cheapest product,24.931,7.041,13.99,1.6,2.3,-,-
Neuchâtel,C3,2019,Cheapest product,19.161,7.791,7.571,1.5,2.3,-,-
Grisons,C3,2024,Cheapest product,31.242,13.271,13.6,2,2.3,-,-
Schaffhausen,H6,2022,Cheapest product,16.012,6.925,6.788,0,2.3,-,-
Schwyz,H4,2018,Cheapest product,20.771,10.386,7.181,1.24,2.3,-,-
Appenzell Innerrhoden,H4,2025,Cheapest product,29.123,11.833,14.99,0,2.3,-,-
Basel Landschaft,H6,2024,Cheapest product,25.3,12.225,10.435,0.34,2.3,-,-
Schaffhausen,C3,2020,Cheapest product,17.412,8.9,6.212,0,2.3,-,-
Uri,C2,2018,Cheapest product,20.768,11.009,6.759,0.7,2.3,-,-
Aargau,C3,2019,Cheapest product,19.315,7.985,8.565,0.465,2.3,-,-
Basel Landschaft,H4,2020,Cheapest product,20.473,9.418,8.265,0.49,2.3,-,-
Neuchâtel,C3,2026,Cheapest product,26.477,12.524,9.962,1.6,2.3,0.091,136.2
Grisons,C3,2023,Cheapest product,25.67,9.347,10.45,0.95,2.3,-,-
Schaffhausen,C3,2021,Cheapest product,16.848,8.472,6.076,0,2.3,-,-
Thurgau,C4,2026,Cheapest product,23.997,9.845,11.5,0.4,2.3,0.036,180
Jura,H4,2025,Cheapest product,27.8,13.413,10.387,1.7,2.3,-,-
Schwyz,H4,2023,Cheapest product,24.662,10.673,11.231,0.85,2.3,-,-
Schwyz,H4,2022,Cheapest product,19.977,9.589,6.838,1.24,2.3,-,-
Aargau,H4,2023,Cheapest product,25.127,10.244,11.997,0.587,2.3,-,-
Neuchâtel,H4,2025,Cheapest product,30.077,15.79,10.387,1.6,2.3,-,-
Uri,C6,2023,Cheapest product,22.501,6.519,13.182,0.5,2.3,-,-
Uri,C2,2024,Cheapest product,30.008,12.368,14.34,1,2.3,-,-
Uri,C3,2024,Cheapest product,27.144,10.557,13.587,0.7,2.3,-,-
Lucerne,C3,2025,Cheapest product,20.189,9.172,7.8,0.917,2.3,-,-
Schwyz,H4,2021,Cheapest product,20.943,9.622,7.381,1.24,2.3,-,-
Schaffhausen,C2,2020,Cheapest product,19.778,10.435,7.043,0,2.3,-,-
Obwalden,H6,2021,Cheapest product,16.873,7.553,5.62,1.4,2.3,-,-
Glarus,C2,2023,Cheapest product,31.373,13.374,15.399,0.3,2.3,-,-
Lucerne,H5,2019,Cheapest product,17.037,6.936,7.107,0.694,2.3,-,-
Jura,H6,2018,Cheapest product,17.012,6.215,7.844,0.654,2.3,-,-
Aargau,C3,2025,Cheapest product,27.68,11.08,15.687,0.75,2.3,-,-
Grisons,C3,2020,Cheapest product,18.963,8.2525,7.753,0.95,2.3,-,-
Schwyz,H4,2019,Cheapest product,20.771,9.919,7.381,1.24,2.3,-,-
Thurgau,C4,2025,Cheapest product,25.829,10.166,13.72,0.31,2.3,-,-
Uri,H4,2019,Cheapest product,22.378,11.829,7.249,1,2.3,-,-
Neuchâtel,C3,2024,Cheapest product,31.981,9.291,18.79,1.6,2.3,-,-
Grisons,C3,2018,Cheapest product,19.193,7.574,6.979,0.95,2.3,-,-
Schaffhausen,C3,2018,Cheapest product,17.007,9.128,5.579,0,2.3,-,-
Glarus,H4,2023,Cheapest product,31.727,13.993,15.134,0.3,2.3,-,-
Solothurn,C2,2021,Cheapest product,19.935,8.356,8.676,1.016,2.3,-,-
Fribourg,C2,2021,Cheapest product,19.539,7.833,9.406,0,2.3,-,-
Uri,H4,2025,Cheapest product,28.977,12.13,13.547,1,2.3,-,-
Solothurn,C2,2022,Cheapest product,20.842,9.16,8.35,0.5,2.3,-,-
